"FOURNISSEUR","RÉPARTITION","SERVICE","DIRECTION","NO DE DOSSIER","OBJET","NO DÉCISION","DATE SIGNATURE","MONTANT"
"SOFTWARE AG","11% AGGLO 89% VILLE","SERVICE DES TECHNOLOGIES DE L'INFORMATION","DIRECTION CENTRE D'EXPERTISE - PLATEFORMES ET INFRASTRUCTURE",1195942002,"ACCORDER UN CONTRAT DE GRÉ À GRÉ À SOFTWARE AG (CANADA) INC. (FOURNISSEUR EXCLUSIF), POUR LE RENOUVELLEMENT DU CONTRAT D'ACQUISITION ET D'UTILISATION DE LOGICIELS, POUR UNE PÉRIODE DE 63 MOIS, SOIT DU 27 SEPTEMBRE 2019 AU 31 DÉCEMBRE 2024, POUR UNE SOMME MAXIMALE DE 6 175 185,15 $, TAXES INCLUSES / AUTORISER UN  VIREMENT BUDGÉTAIRE DE 594 858,59 $ AU NET EN PROVENANCE DES DÉPENSES CONTINGENTES D'AGGLO ET UN  VIREMENT BUDGÉTAIRE DE 592 483,90 $ AU NET EN PROVENANCE DU SERVICE DES GRANDS PARCS, DU MONT-ROYAL ET DES SPORTS DE COMPÉTENCE LOCALE VERS LE SERVICE DES TECHNOLOGIES DE L'INFORMATION POUR L'ANNÉE 2019 /  APPROUVER UN PROJET D'AMENDEMENT À CETTE FIN","CG19 0422",2019-09-20,"6175185"
"GASTIER M.P. INC.","100% AGGLO","SERVICE DE L'EAU","DIRECTION DES RÉSEAUX D'EAU",1196263001,"ACCORDER UN CONTRAT À GASTIER M.P. INC., POUR LE PROJET ""ÉLECTRICITÉ ET AUTOMATISATION POUR CHAMBRES DE RÉGULATION ET DE MESURE"", POUR UN MONTANT DE 1 923 926,10 $, TAXES ET CONTINGENCES INCLUSES - APPEL D'OFFRES PUBLIC 10327 – 4 SOUMISSIONS CONFORMES. AUTORISER UNE DÉPENSE TOTALE DE 2 186 279,66 $, CONTINGENCES, INCIDENCES ET TAXES INCLUSES ","CG19 0413",2019-09-20,"1923926"
"WEST SAFETY SERVICES CANADA INC.","100% AGGLO","SERVICE DES TECHNOLOGIES DE L'INFORMATION","DIRECTION SOLUTIONS D'AFFAIRES - SÉCURITÉ PUBLIQUE ET JUSTICE",1196634001,"AUTORISER UNE DÉPENSE ADDITIONNELLE DE 22 840,07 $, TAXES INCLUSES, POUR L'ACHAT DES INTERFACES ANALOGUES, DANS LE CADRE DU CONTRAT ACCORDÉ À LA FIRME WEST SAFETY SERVICES CANADA INC. (CG18 0600) MAJORANT AINSI LE MONTANT TOTAL DU CONTRAT DE 859 292,13 $ À 882 132,20 $, TAXES INCLUSES.","CG19 0419",2019-09-20,"22840"
"REMORQUAGE BURSTALL CONRAD INC.","100% AGGLO","SERVICE DE POLICE DE MONTRÉAL","DIRECTION DES SERVICES CORPORATIFS",1196733001,"1. AUTORISER LA DEUXIÈME OPTION DE PROLONGATION DES TROIS (3) CONTRATS D'EXCLUSIVITÉ AUX SOUMISSIONNAIRES RETENUS, POUR LE SECTEUR OUEST : REMORQUAGE BURSTALL CONRAD INC, POUR LE SECTEUR NORD : REMORQUAGE MÉTÉOR INC, POUR LE SECTEUR SUD : REMORQUAGE LONGUEUIL INC. ; POUR LE REMORQUAGE ET L'ENTREPOSAGE DE VÉHICULES DE DÉLIT, POUR LE TERRITOIRE DE L'ÎLE DE MONTRÉAL, POUR UNE PROLONGATION JUSQU'AU 30 NOVEMBRE 2020 - APPEL D'OFFRES 15-14809   2. AUTORISER UNE PREMIÈRE OPTION DE PROLONGATION D’UN CONTRAT D’EXCLUSIVITÉ AU SOUMISSIONNAIRE RETENU POUR LE SECTEUR EST : REMORQUAGE MÉTÉOR INC. ; POUR LE REMORQUAGE ET L'ENTREPOSAGE DE VÉHICULES DE DÉLIT, POUR LE TERRITOIRE DE L'ÎLE DE MONTRÉAL, POUR UNE PROLONGATION JUSQU’AU 30 NOVEMBRE 2020 - APPEL D'OFFRES 17-16051","CG19 0411",2019-09-20,"0"
"REMORQUAGE LONGUEUIL INC.","100% AGGLO","SERVICE DE POLICE DE MONTRÉAL","DIRECTION DES SERVICES CORPORATIFS",1196733001,"1. AUTORISER LA DEUXIÈME OPTION DE PROLONGATION DES TROIS (3) CONTRATS D'EXCLUSIVITÉ AUX SOUMISSIONNAIRES RETENUS, POUR LE SECTEUR OUEST : REMORQUAGE BURSTALL CONRAD INC, POUR LE SECTEUR NORD : REMORQUAGE MÉTÉOR INC, POUR LE SECTEUR SUD : REMORQUAGE LONGUEUIL INC. ; POUR LE REMORQUAGE ET L'ENTREPOSAGE DE VÉHICULES DE DÉLIT, POUR LE TERRITOIRE DE L'ÎLE DE MONTRÉAL, POUR UNE PROLONGATION JUSQU'AU 30 NOVEMBRE 2020 - APPEL D'OFFRES 15-14809   2. AUTORISER UNE PREMIÈRE OPTION DE PROLONGATION D’UN CONTRAT D’EXCLUSIVITÉ AU SOUMISSIONNAIRE RETENU POUR LE SECTEUR EST : REMORQUAGE MÉTÉOR INC. ; POUR LE REMORQUAGE ET L'ENTREPOSAGE DE VÉHICULES DE DÉLIT, POUR LE TERRITOIRE DE L'ÎLE DE MONTRÉAL, POUR UNE PROLONGATION JUSQU’AU 30 NOVEMBRE 2020 - APPEL D'OFFRES 17-16051","CG19 0411",2019-09-20,"0"
"REMORQUAGE MÉTÉOR INC.","100% AGGLO","SERVICE DE POLICE DE MONTRÉAL","DIRECTION DES SERVICES CORPORATIFS",1196733001,"1. AUTORISER LA DEUXIÈME OPTION DE PROLONGATION DES TROIS (3) CONTRATS D'EXCLUSIVITÉ AUX SOUMISSIONNAIRES RETENUS, POUR LE SECTEUR OUEST : REMORQUAGE BURSTALL CONRAD INC, POUR LE SECTEUR NORD : REMORQUAGE MÉTÉOR INC, POUR LE SECTEUR SUD : REMORQUAGE LONGUEUIL INC. ; POUR LE REMORQUAGE ET L'ENTREPOSAGE DE VÉHICULES DE DÉLIT, POUR LE TERRITOIRE DE L'ÎLE DE MONTRÉAL, POUR UNE PROLONGATION JUSQU'AU 30 NOVEMBRE 2020 - APPEL D'OFFRES 15-14809   2. AUTORISER UNE PREMIÈRE OPTION DE PROLONGATION D’UN CONTRAT D’EXCLUSIVITÉ AU SOUMISSIONNAIRE RETENU POUR LE SECTEUR EST : REMORQUAGE MÉTÉOR INC. ; POUR LE REMORQUAGE ET L'ENTREPOSAGE DE VÉHICULES DE DÉLIT, POUR LE TERRITOIRE DE L'ÎLE DE MONTRÉAL, POUR UNE PROLONGATION JUSQU’AU 30 NOVEMBRE 2020 - APPEL D'OFFRES 17-16051","CG19 0411",2019-09-20,"0"
"REMORQUAGE MÉTÉOR INC.","100% AGGLO","SERVICE DE POLICE DE MONTRÉAL","DIRECTION DES SERVICES CORPORATIFS",1196733001,"1. AUTORISER LA DEUXIÈME OPTION DE PROLONGATION DES TROIS (3) CONTRATS D'EXCLUSIVITÉ AUX SOUMISSIONNAIRES RETENUS, POUR LE SECTEUR OUEST : REMORQUAGE BURSTALL CONRAD INC, POUR LE SECTEUR NORD : REMORQUAGE MÉTÉOR INC, POUR LE SECTEUR SUD : REMORQUAGE LONGUEUIL INC. ; POUR LE REMORQUAGE ET L'ENTREPOSAGE DE VÉHICULES DE DÉLIT, POUR LE TERRITOIRE DE L'ÎLE DE MONTRÉAL, POUR UNE PROLONGATION JUSQU'AU 30 NOVEMBRE 2020 - APPEL D'OFFRES 15-14809   2. AUTORISER UNE PREMIÈRE OPTION DE PROLONGATION D’UN CONTRAT D’EXCLUSIVITÉ AU SOUMISSIONNAIRE RETENU POUR LE SECTEUR EST : REMORQUAGE MÉTÉOR INC. ; POUR LE REMORQUAGE ET L'ENTREPOSAGE DE VÉHICULES DE DÉLIT, POUR LE TERRITOIRE DE L'ÎLE DE MONTRÉAL, POUR UNE PROLONGATION JUSQU’AU 30 NOVEMBRE 2020 - APPEL D'OFFRES 17-16051","CG19 0411",2019-09-20,"0"
"BRENNTAG CANADA INC.","100% AGGLO","SERVICE DE L'EAU","DIRECTION DE L'EAU POTABLE",1197100004,"CONCLURE 8 ENTENTES D’ACHAT CONTRACTUELLES, D’UNE DURÉE DE 36 MOIS, AVEC 2 OPTIONS DE RENOUVELLEMENT DE 12 MOIS, POUR LA FOURNITURE ET LA LIVRAISON DE PRODUITS CHIMIQUES UTILISÉS DANS LES USINES DE PRODUCTION D’EAU POTABLE ATWATER, CHARLES-J.-DES BAILLETS, POINTE-CLAIRE, PIERREFONDS, LACHINE ET DORVAL. - APPEL D'OFFRES PUBLIC NO 19-17706- (10 LOTS, DE 0 À 2 SOUMISSIONNAIRES PAR LOT, 8 ENTENTES À CONCLURE) - MONTANT TOTAL  DES ENTENTES POUR 36 MOIS : 5 540 862,68 $, TAXES INCLUSES (CONTRATS DE 5 037 147,89 $, TAXES INCLUSES + CONTINGENCES : 503 714,79 $, TAXES INCLUSES.)","CG19 0423",2019-09-20,"427477"
"BRENNTAG CANADA INC.","100% AGGLO","SERVICE DE L'EAU","DIRECTION DE L'EAU POTABLE",1197100004,"CONCLURE 8 ENTENTES D’ACHAT CONTRACTUELLES, D’UNE DURÉE DE 36 MOIS, AVEC 2 OPTIONS DE RENOUVELLEMENT DE 12 MOIS, POUR LA FOURNITURE ET LA LIVRAISON DE PRODUITS CHIMIQUES UTILISÉS DANS LES USINES DE PRODUCTION D’EAU POTABLE ATWATER, CHARLES-J.-DES BAILLETS, POINTE-CLAIRE, PIERREFONDS, LACHINE ET DORVAL. - APPEL D'OFFRES PUBLIC NO 19-17706- (10 LOTS, DE 0 À 2 SOUMISSIONNAIRES PAR LOT, 8 ENTENTES À CONCLURE) - MONTANT TOTAL  DES ENTENTES POUR 36 MOIS : 5 540 862,68 $, TAXES INCLUSES (CONTRATS DE 5 037 147,89 $, TAXES INCLUSES + CONTINGENCES : 503 714,79 $, TAXES INCLUSES.)","CG19 0423",2019-09-20,"25542"
"BRENNTAG CANADA INC.","100% AGGLO","SERVICE DE L'EAU","DIRECTION DE L'EAU POTABLE",1197100004,"CONCLURE 8 ENTENTES D’ACHAT CONTRACTUELLES, D’UNE DURÉE DE 36 MOIS, AVEC 2 OPTIONS DE RENOUVELLEMENT DE 12 MOIS, POUR LA FOURNITURE ET LA LIVRAISON DE PRODUITS CHIMIQUES UTILISÉS DANS LES USINES DE PRODUCTION D’EAU POTABLE ATWATER, CHARLES-J.-DES BAILLETS, POINTE-CLAIRE, PIERREFONDS, LACHINE ET DORVAL. - APPEL D'OFFRES PUBLIC NO 19-17706- (10 LOTS, DE 0 À 2 SOUMISSIONNAIRES PAR LOT, 8 ENTENTES À CONCLURE) - MONTANT TOTAL  DES ENTENTES POUR 36 MOIS : 5 540 862,68 $, TAXES INCLUSES (CONTRATS DE 5 037 147,89 $, TAXES INCLUSES + CONTINGENCES : 503 714,79 $, TAXES INCLUSES.)","CG19 0423",2019-09-20,"875436"
"KEMIRA WATER SOLUTIONS CANADA INC.","100% AGGLO","SERVICE DE L'EAU","DIRECTION DE L'EAU POTABLE",1197100004,"CONCLURE 8 ENTENTES D’ACHAT CONTRACTUELLES, D’UNE DURÉE DE 36 MOIS, AVEC 2 OPTIONS DE RENOUVELLEMENT DE 12 MOIS, POUR LA FOURNITURE ET LA LIVRAISON DE PRODUITS CHIMIQUES UTILISÉS DANS LES USINES DE PRODUCTION D’EAU POTABLE ATWATER, CHARLES-J.-DES BAILLETS, POINTE-CLAIRE, PIERREFONDS, LACHINE ET DORVAL. - APPEL D'OFFRES PUBLIC NO 19-17706- (10 LOTS, DE 0 À 2 SOUMISSIONNAIRES PAR LOT, 8 ENTENTES À CONCLURE) - MONTANT TOTAL  DES ENTENTES POUR 36 MOIS : 5 540 862,68 $, TAXES INCLUSES (CONTRATS DE 5 037 147,89 $, TAXES INCLUSES + CONTINGENCES : 503 714,79 $, TAXES INCLUSES.)","CG19 0423",2019-09-20,"677260"
"VEOLIA WATER TECHNOLOGIES CANADA INC.","100% AGGLO","SERVICE DE L'EAU","DIRECTION DE L'EAU POTABLE",1197100004,"CONCLURE 8 ENTENTES D’ACHAT CONTRACTUELLES, D’UNE DURÉE DE 36 MOIS, AVEC 2 OPTIONS DE RENOUVELLEMENT DE 12 MOIS, POUR LA FOURNITURE ET LA LIVRAISON DE PRODUITS CHIMIQUES UTILISÉS DANS LES USINES DE PRODUCTION D’EAU POTABLE ATWATER, CHARLES-J.-DES BAILLETS, POINTE-CLAIRE, PIERREFONDS, LACHINE ET DORVAL. - APPEL D'OFFRES PUBLIC NO 19-17706- (10 LOTS, DE 0 À 2 SOUMISSIONNAIRES PAR LOT, 8 ENTENTES À CONCLURE) - MONTANT TOTAL  DES ENTENTES POUR 36 MOIS : 5 540 862,68 $, TAXES INCLUSES (CONTRATS DE 5 037 147,89 $, TAXES INCLUSES + CONTINGENCES : 503 714,79 $, TAXES INCLUSES.)","CG19 0423",2019-09-20,"273611"
"BRENNTAG CANADA INC.","100% AGGLO","SERVICE DE L'EAU","DIRECTION DE L'EAU POTABLE",1197100004,"CONCLURE 8 ENTENTES D’ACHAT CONTRACTUELLES, D’UNE DURÉE DE 36 MOIS, AVEC 2 OPTIONS DE RENOUVELLEMENT DE 12 MOIS, POUR LA FOURNITURE ET LA LIVRAISON DE PRODUITS CHIMIQUES UTILISÉS DANS LES USINES DE PRODUCTION D’EAU POTABLE ATWATER, CHARLES-J.-DES BAILLETS, POINTE-CLAIRE, PIERREFONDS, LACHINE ET DORVAL. - APPEL D'OFFRES PUBLIC NO 19-17706- (10 LOTS, DE 0 À 2 SOUMISSIONNAIRES PAR LOT, 8 ENTENTES À CONCLURE) - MONTANT TOTAL  DES ENTENTES POUR 36 MOIS : 5 540 862,68 $, TAXES INCLUSES (CONTRATS DE 5 037 147,89 $, TAXES INCLUSES + CONTINGENCES : 503 714,79 $, TAXES INCLUSES.)","CG19 0423",2019-09-20,"628821"
"PRODUITS CHIMIQUES SODROX","100% AGGLO","SERVICE DE L'EAU","DIRECTION DE L'EAU POTABLE",1197100004,"CONCLURE 8 ENTENTES D’ACHAT CONTRACTUELLES, D’UNE DURÉE DE 36 MOIS, AVEC 2 OPTIONS DE RENOUVELLEMENT DE 12 MOIS, POUR LA FOURNITURE ET LA LIVRAISON DE PRODUITS CHIMIQUES UTILISÉS DANS LES USINES DE PRODUCTION D’EAU POTABLE ATWATER, CHARLES-J.-DES BAILLETS, POINTE-CLAIRE, PIERREFONDS, LACHINE ET DORVAL. - APPEL D'OFFRES PUBLIC NO 19-17706- (10 LOTS, DE 0 À 2 SOUMISSIONNAIRES PAR LOT, 8 ENTENTES À CONCLURE) - MONTANT TOTAL  DES ENTENTES POUR 36 MOIS : 5 540 862,68 $, TAXES INCLUSES (CONTRATS DE 5 037 147,89 $, TAXES INCLUSES + CONTINGENCES : 503 714,79 $, TAXES INCLUSES.)","CG19 0423",2019-09-20,"1166646"
"GRAYMONT (QC) INC.","100% AGGLO","SERVICE DE L'EAU","DIRECTION DE L'EAU POTABLE",1197100004,"CONCLURE 8 ENTENTES D’ACHAT CONTRACTUELLES, D’UNE DURÉE DE 36 MOIS, AVEC 2 OPTIONS DE RENOUVELLEMENT DE 12 MOIS, POUR LA FOURNITURE ET LA LIVRAISON DE PRODUITS CHIMIQUES UTILISÉS DANS LES USINES DE PRODUCTION D’EAU POTABLE ATWATER, CHARLES-J.-DES BAILLETS, POINTE-CLAIRE, PIERREFONDS, LACHINE ET DORVAL. - APPEL D'OFFRES PUBLIC NO 19-17706- (10 LOTS, DE 0 À 2 SOUMISSIONNAIRES PAR LOT, 8 ENTENTES À CONCLURE) - MONTANT TOTAL  DES ENTENTES POUR 36 MOIS : 5 540 862,68 $, TAXES INCLUSES (CONTRATS DE 5 037 147,89 $, TAXES INCLUSES + CONTINGENCES : 503 714,79 $, TAXES INCLUSES.)","CG19 0423",2019-09-20,"1466069"
"REBUTS SOLIDES CANADIENS INC.","100% AGGLO","SERVICE DE L'ENVIRONNEMENT","DIRECTION DE LA GESTION DES MATIÈRES RÉSIDUELLES",1197159002,"ACCORDER UN CONTRAT À REBUTS SOLIDES CANADIENS INC. POUR LE SERVICE DE TRI ET MISE EN MARCHÉ DE MATIÈRES RECYCLABLES DE L'AGGLOMÉRATION DE MONTRÉAL. - DÉPENSE TOTALE DE 62 453 877 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 19-17343 OPTION B - ( 1 SOUMISSIONNAIRE).  AUTORISER UN AJUSTEMENT RÉCURRENT À LA BASE BUDGÉTAIRE DU SERVICE DE L'ENVIRONNEMENT DE 10 683 219 $ EN 2020, 11 333 331 $ EN 2021, 12 016 613 $ EN 2022, 12 742 100 $ EN 2023, ET DE 10 253 451 $ EN 2024. AJUSTEMENT TOTAL DE 57 028 714 $ ","CG19 0429",2019-09-26,"62453877"
"FNX-INNOV INC.","ENTENTE-CADRE. RÉPARTITION SELON UTILISATION ","SERVICE DES INFRASTRUCTURES DU RÉSEAU ROUTIER","DIRECTION DES INFRASTRUCTURES",1197231029,"CONCLURE DES ENTENTES-CADRES DE SERVICES PROFESSIONNELS AVEC LES QUATRE (4) FIRMES SUIVANTES : FNX-INNOV INC. (1 093 373,16 $), GROUPE ABS INC. (1 303 391,09 $), GBI EXPERTS-CONSEILS INC. (546 141,25 $) ET HUDON DESBIENS ST-GERMAIN ENVIRONNEMENT INC. (593 328,49 $) POUR RÉALISER LA SURVEILLANCE ENVIRONNEMENTALE DE LA GESTION DES DÉBLAIS DANS L'EMPRISE DES CHAUSSÉES DANS LE CADRE DE PROJETS D'INFRASTRUCTURES / APPEL D'OFFRES PUBLIC NO 19-17692 (4 SOUMISSIONNAIRES). ","CG19 0431",2019-09-30,"1093373"
"GROUPE ABS INC.","ENTENTE-CADRE. RÉPARTITION SELON UTILISATION ","SERVICE DES INFRASTRUCTURES DU RÉSEAU ROUTIER","DIRECTION DES INFRASTRUCTURES",1197231029,"CONCLURE DES ENTENTES-CADRES DE SERVICES PROFESSIONNELS AVEC LES QUATRE (4) FIRMES SUIVANTES : FNX-INNOV INC. (1 093 373,16 $), GROUPE ABS INC. (1 303 391,09 $), GBI EXPERTS-CONSEILS INC. (546 141,25 $) ET HUDON DESBIENS ST-GERMAIN ENVIRONNEMENT INC. (593 328,49 $) POUR RÉALISER LA SURVEILLANCE ENVIRONNEMENTALE DE LA GESTION DES DÉBLAIS DANS L'EMPRISE DES CHAUSSÉES DANS LE CADRE DE PROJETS D'INFRASTRUCTURES / APPEL D'OFFRES PUBLIC NO 19-17692 (4 SOUMISSIONNAIRES). ","CG19 0431",2019-09-30,"1303391"
"GBI EXPERTS-CONSEILS INC.	","ENTENTE-CADRE. RÉPARTITION SELON UTILISATION ","SERVICE DES INFRASTRUCTURES DU RÉSEAU ROUTIER","DIRECTION DES INFRASTRUCTURES",1197231029,"CONCLURE DES ENTENTES-CADRES DE SERVICES PROFESSIONNELS AVEC LES QUATRE (4) FIRMES SUIVANTES : FNX-INNOV INC. (1 093 373,16 $), GROUPE ABS INC. (1 303 391,09 $), GBI EXPERTS-CONSEILS INC. (546 141,25 $) ET HUDON DESBIENS ST-GERMAIN ENVIRONNEMENT INC. (593 328,49 $) POUR RÉALISER LA SURVEILLANCE ENVIRONNEMENTALE DE LA GESTION DES DÉBLAIS DANS L'EMPRISE DES CHAUSSÉES DANS LE CADRE DE PROJETS D'INFRASTRUCTURES / APPEL D'OFFRES PUBLIC NO 19-17692 (4 SOUMISSIONNAIRES). ","CG19 0431",2019-09-30,"546141"
"HUDON DESBIENS ST-GERMAIN ENVIRONNEMENT INC.","ENTENTE-CADRE. RÉPARTITION SELON UTILISATION ","SERVICE DES INFRASTRUCTURES DU RÉSEAU ROUTIER","DIRECTION DES INFRASTRUCTURES",1197231029,"CONCLURE DES ENTENTES-CADRES DE SERVICES PROFESSIONNELS AVEC LES QUATRE (4) FIRMES SUIVANTES : FNX-INNOV INC. (1 093 373,16 $), GROUPE ABS INC. (1 303 391,09 $), GBI EXPERTS-CONSEILS INC. (546 141,25 $) ET HUDON DESBIENS ST-GERMAIN ENVIRONNEMENT INC. (593 328,49 $) POUR RÉALISER LA SURVEILLANCE ENVIRONNEMENTALE DE LA GESTION DES DÉBLAIS DANS L'EMPRISE DES CHAUSSÉES DANS LE CADRE DE PROJETS D'INFRASTRUCTURES / APPEL D'OFFRES PUBLIC NO 19-17692 (4 SOUMISSIONNAIRES). ","CG19 0431",2019-09-30,"593328"
"FILTRUM INC.","100% AGGLO","SERVICE DE L'EAU","DIRECTION DE L'EAU POTABLE",1197343001,"ACCORDER UN CONTRAT À FILTRUM INC. POUR LA RÉALISATION DE DIVERS TRAVAUX DE RÉFECTION PRIORITAIRES PHASE 1 À L'USINE DE PRODUCTION D'EAU POTABLE LACHINE - DÉPENSE TOTALE DE 22 667 277,73 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC NO 10316 (2 SOUMISSIONNAIRES CONFORMES)","CG19 0434",2019-09-20,"22667278"
"CARGILL SEL, SÉCURITÉ ROUTIÈRE, UNE DIVISION DE CARGILL LIMITÉE,","ENTENTE-CADRE. RÉPARTITION SELON UTILISATION ","SERVICE DE L'APPROVISIONNEMENT","DIRECTION ACQUISITION",1197360004,"CONCLURE DES ENTENTES-CADRES AVEC LES FIRMES CARGILL SEL, SÉCURITÉ ROUTIÈRE, UNE DIVISION DE CARGILL LIMITÉE (GROUPE A : 7 784 973,48 $ ET GROUPE B : 1 326 029,67 $), LA FIRME MINES SELEINE, UNE DIVISION DE K+S SEL WINDSOR LTÉE (3 974 043,73 $) ET LA FIRME COMPASS MINERALS CANADA CORP. (11 863 020,93 $) POUR UNE PÉRIODE DE HUIT (8) MOIS, POUR LA FOURNITURE ET LA LIVRAISON DE SEL DE DÉGLAÇAGE DES CHAUSSÉES AU MONTANT TOTAL DE 24 948 067,81 $ INCLUANT LES TAXES – APPEL D’OFFRES PUBLIC 19-17656 (3 SOUMISSIONNAIRES) / AUTORISER UNE DÉPENSE SUPPLÉMENTAIRE EN PRÉVISION DES POSSIBLES VARIATIONS DE QUANTITÉS AUX CONTRATS TOTALISANT UN MONTANT ÉQUIVALENT À VINGT (20) % DE CELUI OCTROYÉ, SOIT 4 989 613,56 $, INCLUANT LES TAXES, POUR UN TOTAL DE 29 937 681,37 $, INCLUANT LES TAXES","CG19 0430",2019-09-30,"7784973,48"
"CARGILL SEL, SÉCURITÉ ROUTIÈRE, UNE DIVISION DE CARGILL LIMITÉE,","ENTENTE-CADRE. RÉPARTITION SELON UTILISATION ","SERVICE DE L'APPROVISIONNEMENT","DIRECTION ACQUISITION",1197360004,"CONCLURE DES ENTENTES-CADRES AVEC LES FIRMES CARGILL SEL, SÉCURITÉ ROUTIÈRE, UNE DIVISION DE CARGILL LIMITÉE (GROUPE A : 7 784 973,48 $ ET GROUPE B : 1 326 029,67 $), LA FIRME MINES SELEINE, UNE DIVISION DE K+S SEL WINDSOR LTÉE (3 974 043,73 $) ET LA FIRME COMPASS MINERALS CANADA CORP. (11 863 020,93 $) POUR UNE PÉRIODE DE HUIT (8) MOIS, POUR LA FOURNITURE ET LA LIVRAISON DE SEL DE DÉGLAÇAGE DES CHAUSSÉES AU MONTANT TOTAL DE 24 948 067,81 $ INCLUANT LES TAXES – APPEL D’OFFRES PUBLIC 19-17656 (3 SOUMISSIONNAIRES) / AUTORISER UNE DÉPENSE SUPPLÉMENTAIRE EN PRÉVISION DES POSSIBLES VARIATIONS DE QUANTITÉS AUX CONTRATS TOTALISANT UN MONTANT ÉQUIVALENT À VINGT (20) % DE CELUI OCTROYÉ, SOIT 4 989 613,56 $, INCLUANT LES TAXES, POUR UN TOTAL DE 29 937 681,37 $, INCLUANT LES TAXES","CG19 0430",2019-09-30,"1326029,67"
" MINES SELEINE, UNE DIVISION DE K+S SEL WINDSOR LTÉE,","ENTENTE-CADRE. RÉPARTITION SELON UTILISATION ","SERVICE DE L'APPROVISIONNEMENT","DIRECTION ACQUISITION",1197360004,"CONCLURE DES ENTENTES-CADRES AVEC LES FIRMES CARGILL SEL, SÉCURITÉ ROUTIÈRE, UNE DIVISION DE CARGILL LIMITÉE (GROUPE A : 7 784 973,48 $ ET GROUPE B : 1 326 029,67 $), LA FIRME MINES SELEINE, UNE DIVISION DE K+S SEL WINDSOR LTÉE (3 974 043,73 $) ET LA FIRME COMPASS MINERALS CANADA CORP. (11 863 020,93 $) POUR UNE PÉRIODE DE HUIT (8) MOIS, POUR LA FOURNITURE ET LA LIVRAISON DE SEL DE DÉGLAÇAGE DES CHAUSSÉES AU MONTANT TOTAL DE 24 948 067,81 $ INCLUANT LES TAXES – APPEL D’OFFRES PUBLIC 19-17656 (3 SOUMISSIONNAIRES) / AUTORISER UNE DÉPENSE SUPPLÉMENTAIRE EN PRÉVISION DES POSSIBLES VARIATIONS DE QUANTITÉS AUX CONTRATS TOTALISANT UN MONTANT ÉQUIVALENT À VINGT (20) % DE CELUI OCTROYÉ, SOIT 4 989 613,56 $, INCLUANT LES TAXES, POUR UN TOTAL DE 29 937 681,37 $, INCLUANT LES TAXES","CG19 0430",2019-09-30,"3974043,73"
"COMPASS MINERALS CANADA CORP.","ENTENTE-CADRE. RÉPARTITION SELON UTILISATION ","SERVICE DE L'APPROVISIONNEMENT","DIRECTION ACQUISITION",1197360004,"CONCLURE DES ENTENTES-CADRES AVEC LES FIRMES CARGILL SEL, SÉCURITÉ ROUTIÈRE, UNE DIVISION DE CARGILL LIMITÉE (GROUPE A : 7 784 973,48 $ ET GROUPE B : 1 326 029,67 $), LA FIRME MINES SELEINE, UNE DIVISION DE K+S SEL WINDSOR LTÉE (3 974 043,73 $) ET LA FIRME COMPASS MINERALS CANADA CORP. (11 863 020,93 $) POUR UNE PÉRIODE DE HUIT (8) MOIS, POUR LA FOURNITURE ET LA LIVRAISON DE SEL DE DÉGLAÇAGE DES CHAUSSÉES AU MONTANT TOTAL DE 24 948 067,81 $ INCLUANT LES TAXES – APPEL D’OFFRES PUBLIC 19-17656 (3 SOUMISSIONNAIRES) / AUTORISER UNE DÉPENSE SUPPLÉMENTAIRE EN PRÉVISION DES POSSIBLES VARIATIONS DE QUANTITÉS AUX CONTRATS TOTALISANT UN MONTANT ÉQUIVALENT À VINGT (20) % DE CELUI OCTROYÉ, SOIT 4 989 613,56 $, INCLUANT LES TAXES, POUR UN TOTAL DE 29 937 681,37 $, INCLUANT LES TAXES","CG19 0430",2019-09-30,"11863020,93"
"CIMA+ S.E.N.C. - STGM ARCHITECTES S.E.N.C.R.L.","100% AGGLO","SERVICE DE L'EAU","DIRECTION DE L'EAU POTABLE",1197574001,"ACCORDER UN CONTRAT DE SERVICES PROFESSIONNELS EN INGÉNIERIE ET EN ARCHITECTURE AUX FIRMES CIMA+ S.E.N.C. ET STGM ARCHITECTES S.E.N.C.R.L. POUR DES TRAVAUX VISANT À SÉCURISER L'OPÉRATION DE L'OZONE À L'USINE DE PRODUCTION D'EAU POTABLE ATWATER POUR UNE SOMME MAXIMALE DE 3 323 613,88 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC NO 19-17671 (2 SOUMISSIONNAIRES CONFORMES)","CG19 0415",2019-09-20,"3323613,88"
